,time,lat,lon,eletrico,n_particulas,d_particulas,ldsa
204202,1334846520.0,47.366787,8.542354,8,42517,42.8,100.2
205845,1334855400.0,47.377671,8.548344,8,10966,47.3,29.0
206276,1334858160.0,47.377874,8.548148,8,6290,42.0,14.5
206423,1334858940.0,47.369642,8.539064,8,17738,35.7,33.8
206477,1334859180.0,47.373488,8.529553,8,12422,45.3,31.2
206847,1334861100.0,47.367468,8.540086,8,22392,33.4,39.5
206889,1334861340.0,47.367193,8.544863000000001,8,23955,43.3,57.2
207468,1334864820.0,47.370212,8.548878,8,17547,33.0,30.6
207469,1334864820.0,47.369938,8.548672999999999,8,21023,30.3,33.2
207987,1334867460.0,47.367195,8.544913000000001,8,7462,34.1,13.5
210174,1334908920.0,47.37327,8.528553,8,8344,41.1,18.7
210234,1334909220.0,47.369515,8.538542,8,12572,35.1,23.5
210857,1334912940.0,47.370973,8.549641000000001,8,6589,47.5,17.5
210944,1334913360.0,47.36813,8.539866,8,8268,39.1,17.5
211013,1334913720.0,47.37358,8.529472,8,8810,44.6,21.8
211255,1334914980.0,47.370032,8.537811,8,12539,30.2,19.7
211343,1334915400.0,47.368131,8.546535,8,12836,37.7,26.1
211862,1334918580.0,47.37952,8.548136,8,38546,30.2,60.4
211946,1334919000.0,47.367444,8.545187,8,15822,55.0,49.8
212411,1334921340.0,47.367183000000004,8.544967999999999,8,17827,42.7,41.8
212416,1334921340.0,47.367784,8.545937,8,8243,101.9,53.1
213126,1334925540.0,47.371509,8.525364,8,8834,39.6,19.0
213466,1334927220.0,47.370113,8.548877000000001,8,9621,42.5,22.5
214121,1334931120.0,47.373339,8.532001,8,8507,42.5,19.9
214128,1334931180.0,47.373647999999996,8.530094,8,7458,47.3,19.7
214525,1334933220.0,47.376951,8.548655,8,6140,41.4,13.9
215007,1334936220.0,47.37297,8.550256,8,5140,57.3,17.0
215041,1334936400.0,47.367740000000005,8.545757,8,38200,36.6,75.1
215467,1334938560.0,47.373611,8.530018,8,7786,38.0,15.9
217247,1334948760.0,47.375896999999995,8.549028999999999,8,14888,37.4,30.0
218067,1334960100.0,47.372304,8.534794,8,20490,39.4,43.9
218514,1334962440.0,47.370288,8.549017999999998,8,19882,41.5,45.1
218911,1334964420.0,47.372962,8.550239999999999,8,12038,37.3,24.2
218995,1334964900.0,47.3718,8.535476,8,15574,39.3,33.2
219737,1335091560.0,47.374978000000006,8.552601,8,2125,42.9,5.0
220293,1335094260.0,47.37862,8.545481,8,4840,37.4,9.8
221259,1335099240.0,47.377303999999995,8.539344999999999,8,4519,36.7,8.9
221930,1335102540.0,47.377148,8.537008,8,5812,40.1,12.7
222000,1335102900.0,47.37643,8.537714999999999,8,18963,34.9,35.3
222448,1335105120.0,47.377121,8.540851,8,29616,43.9,71.8
222935,1335107580.0,47.377199,8.552922,8,3813,26.1,5.1
223125,1335108540.0,47.3771,8.537039,8,2874,33.7,5.1
223150,1335108660.0,47.377117999999996,8.53702,8,6575,35.1,12.3
223582,1335110880.0,47.378817,8.545207000000001,8,5652,31.5,9.3
224174,1335113940.0,47.377253,8.547858999999999,8,4862,35.9,9.3
224259,1335114360.0,47.377127,8.53704,8,11888,28.3,17.3
224331,1335114720.0,47.377140999999995,8.537011999999999,8,3581,34.4,6.6
224390,1335115020.0,47.376978,8.540604,8,28704,34.7,53.1
224836,1335117300.0,47.377127,8.537018,8,8818,31.1,14.3
224869,1335117480.0,47.377140000000004,8.536997999999999,8,6714,34.9,12.5
224971,1335118020.0,47.376973,8.540073,8,11903,31.8,19.8
225036,1335118320.0,47.377334000000005,8.548152,8,5074,31.7,8.4
225043,1335118380.0,47.376847,8.54862,8,107703,11.1,53.2
225289,1335119580.0,47.377044,8.553855,8,5122,30.0,8.0
225322,1335119760.0,47.375626000000004,8.549211,8,7661,40.8,17.1
225638,1335121380.0,47.376585999999996,8.548724,8,16903,32.5,28.9
225898,1335122700.0,47.374982,8.552565,8,10471,23.6,12.4
227300,1335129900.0,47.375171,8.549364,8,22939,50.1,64.9
227634,1335131640.0,47.374787,8.549646000000001,8,11439,39.1,24.2
227675,1335131880.0,47.379422,8.544321,8,32058,24.9,40.3
228297,1335135060.0,47.376829,8.536688,8,8791,34.7,16.2
228831,1335137760.0,47.376257,8.536412,8,7012,34.8,13.0
229413,1335140760.0,47.376864000000005,8.543064999999999,8,7190,37.3,14.4
229662,1335142080.0,47.377015,8.554164,8,6387,35.1,11.9
230312,1335163440.0,47.364401,8.532207000000001,8,9741,33.6,17.3
230366,1335163680.0,47.368248,8.536539,8,11161,33.2,19.6
230382,1335163800.0,47.369763,8.538914,8,11524,39.9,25.0
231005,1335166980.0,47.366358,8.532826,8,19656,39.8,42.6
231091,1335167400.0,47.376959,8.540377000000001,8,13975,36.3,27.1
231114,1335167520.0,47.376877,8.543905,8,14087,39.9,30.6
231161,1335167760.0,47.377297,8.548292,8,17520,40.3,38.4
231852,1335171300.0,47.376864000000005,8.543925999999999,8,16551,38.2,34.1
232422,1335174240.0,47.364206,8.531217,8,9279,40.7,20.6
233027,1335180900.0,47.373616,8.538267999999999,8,12572,42.7,29.5
233116,1335181440.0,47.364251,8.531953,8,7539,45.9,19.2
233148,1335181560.0,47.365088,8.531669,8,6534,46.6,17.0
233200,1335181860.0,47.370475,8.539036,8,9880,38.4,20.5
233242,1335182040.0,47.376926,8.540072,8,11145,47.1,29.3
233819,1335185040.0,47.364304,8.532025,8,8669,40.1,18.9
233894,1335185460.0,47.370101,8.539166999999999,8,10537,43.1,25.0
233965,1335185820.0,47.377767,8.54433,8,8151,43.6,19.6
234048,1335186240.0,47.376089,8.553401,8,11296,37.1,22.5
234376,1335187800.0,47.379296000000004,8.544834,8,10345,61.5,37.1
235208,1335192120.0,47.364340999999996,8.531834,8,8283,42.9,19.6
235315,1335192660.0,47.372071999999996,8.53847,8,6416,45.7,16.3
235931,1335195840.0,47.364244,8.531959,8,7508,43.9,18.2
236093,1335196620.0,47.378871000000004,8.545337,8,6736,44.9,16.8
236145,1335196920.0,47.375828999999996,8.553342,8,7544,42.1,17.4
237353,1335203100.0,47.375068,8.538971,8,13962,46.6,36.3
237469,1335203700.0,47.364287,8.531787,8,9204,42.4,21.4
237565,1335204180.0,47.367943,8.535932,8,14253,45.1,35.6
237644,1335204540.0,47.377002000000005,8.541416,8,24924,36.2,48.3
238035,1335206580.0,47.37709,8.546889,8,14769,40.0,32.2
238090,1335206880.0,47.376909999999995,8.543156,8,12256,43.2,29.1
238238,1335207600.0,47.375438,8.53872,8,9154,46.0,23.4
238647,1335209640.0,47.376956,8.548572,8,8461,39.1,18.0
238654,1335209700.0,47.377204,8.547733000000001,8,9146,38.2,18.9
238694,1335209880.0,47.377137,8.544214,8,28375,36.6,55.7
239198,1335212460.0,47.377044,8.552579,8,8974,34.7,16.5
239405,1335213540.0,47.376401,8.539684,8,15621,37.9,31.9
239415,1335213660.0,47.376886,8.543925,8,10631,37.3,21.3
239454,1335213840.0,47.377054,8.546845,8,8524,34.7,15.7
239898,1335216060.0,47.377275,8.539394999999999,8,55716,37.4,112.1
241118,1335254400.0,47.369613,8.538964,8,10810,32.7,18.6
241176,1335254700.0,47.367034999999994,8.544124,8,21576,28.3,31.4
241179,1335254700.0,47.367146000000005,8.544879,8,8335,23.3,9.7
242155,1335263880.0,47.371828,8.550450999999999,8,18610,37.3,37.4
242675,1335266460.0,47.368425,8.547259,8,32560,31.5,53.7
243318,1335270300.0,47.370912,8.536579,8,13281,36.6,26.1
243577,1335271680.0,47.373616,8.530033999999999,8,9867,39.4,21.1
244235,1335275640.0,47.372789000000004,8.550360000000001,8,6126,33.1,10.7
244686,1335277920.0,47.367302,8.540139,8,5043,38.7,10.6
244763,1335278340.0,47.372308000000004,8.550613,8,6475,37.1,12.9
245275,1335281460.0,47.370397,8.549042,8,14704,37.2,29.4
245631,1335283320.0,47.373557,8.530007000000001,8,15966,48.3,43.2
245696,1335283620.0,47.369372,8.539433,8,5912,26.4,8.0
246895,1335290340.0,47.37023,8.549026,8,17995,54.9,56.6
247611,1335294480.0,47.371776000000004,8.52535,8,5110,35.8,9.8
255503,1335342540.0,47.373113000000004,8.550234,8,16074,37.9,32.9
255661,1335343380.0,47.373621,8.529832,8,10547,43.6,25.4
256075,1335345480.0,47.375433,8.549273,8,217959,11.7,113.6
256077,1335345480.0,47.376087,8.548985,8,185979,11.2,92.2
256671,1335349080.0,47.368173,8.539829,8,22769,23.7,27.0
257596,1335354360.0,47.370703000000006,8.549380000000001,8,14441,39.1,30.6
257970,1335356220.0,47.373611,8.530013,8,12704,37.6,25.8
258656,1335360240.0,47.369883,8.548625999999999,8,24319,38.0,49.8
258669,1335360360.0,47.367265,8.544960000000001,8,27747,33.3,48.7
258763,1335360780.0,47.372234999999996,8.534684,8,17239,39.4,36.9
259025,1335362160.0,47.373832,8.530274,8,16558,32.4,28.2
259142,1335362760.0,47.367214000000004,8.544936,8,34904,23.8,41.6
259239,1335363240.0,47.377635,8.548219,8,14767,32.1,24.9
259735,1335366300.0,47.367168,8.544775,8,24274,37.0,48.3
260083,1335368100.0,47.372354,8.534645,8,21043,34.9,39.1
261166,1335374100.0,47.373352000000004,8.528502,8,15083,39.0,31.9
261277,1335374700.0,47.366852,8.542988000000001,8,39120,39.4,83.7
261326,1335374940.0,47.370277,8.549055000000001,8,22326,43.8,54.1
261912,1335378420.0,47.366701,8.541936999999999,8,49873,40.9,111.5
262445,1335381180.0,47.368313,8.546975,8,38005,41.3,85.9
262468,1335381300.0,47.370364,8.549043,8,23375,44.0,56.9
263560,1335387420.0,47.378051,8.548134,8,35416,32.5,60.5
264492,1335392160.0,47.377642,8.548229,8,31067,38.0,63.6
265296,1335396240.0,47.366444,8.541023,8,25856,41.7,59.1
265856,1335399120.0,47.373382,8.528527,8,21188,47.4,56.1
266183,1335400800.0,47.370188,8.548935,8,15727,49.6,43.9
266188,1335400800.0,47.370332,8.548999,8,21757,50.2,61.6
267850,1335431640.0,47.372444,8.534555000000001,8,100472,37.5,203.1
268002,1335432360.0,47.377483000000005,8.548362,8,31567,46.2,81.2
268574,1335435840.0,47.368653,8.539717999999999,8,18753,42.3,43.5
268634,1335436140.0,47.373614,8.529672999999999,8,12644,47.4,33.5
269386,1335447720.0,47.373783,8.529491,8,18434,40.7,41.0
270282,1335452820.0,47.374426,8.549653999999999,8,20438,31.8,34.1
270401,1335453420.0,47.369583,8.538604,8,32989,30.5,52.5
270699,1335454980.0,47.372178999999996,8.534896,8,24088,25.7,31.4
270770,1335455340.0,47.367172,8.544889,8,27720,33.7,49.5
270804,1335455520.0,47.370396,8.549132,8,20398,31.2,33.3
270812,1335455520.0,47.372316,8.550618,8,18955,32.8,32.8
271441,1335459300.0,47.372245,8.53477,8,7511,39.6,16.2
271511,1335459660.0,47.371854,8.525625999999999,8,6682,35.7,12.7
273760,1335478860.0,47.370172,8.548928,8,26480,37.7,53.9
275938,1335525240.0,47.373061,8.527869,8,13575,46.2,34.9
276033,1335525720.0,47.366528,8.541513,8,13930,48.9,38.2
276081,1335525960.0,47.37025,8.549031,8,64975,33.2,114.0
276102,1335526080.0,47.374004,8.54993,8,15771,46.9,41.3
277023,1335531300.0,47.366901,8.540319,8,8037,51.5,23.5
277118,1335531780.0,47.373007,8.550349,8,14103,41.0,31.6
279056,1335542640.0,47.372842999999996,8.533736,8,32298,42.2,74.7
279143,1335543120.0,47.367175,8.544914,8,16108,52.2,47.7
279185,1335543360.0,47.372607,8.550507000000001,8,20886,49.3,58.0
279804,1335547140.0,47.369753,8.538262,8,16712,46.5,43.3
279830,1335547260.0,47.373319,8.532161,8,20473,46.4,52.9
279848,1335547380.0,47.373681,8.530107000000001,8,14818,52.2,43.9
280137,1335548820.0,47.373527,8.530045,8,15120,51.3,43.9
280229,1335549240.0,47.36654,8.541549,8,22772,45.4,57.4
280860,1335553020.0,47.366510999999996,8.541182000000001,8,18414,43.8,44.6
280945,1335553440.0,47.373666,8.530273,8,18548,43.3,44.2
281235,1335554940.0,47.369789000000004,8.537809,8,18543,41.2,41.8
282289,1335609720.0,47.376157,8.539539999999999,8,24796,49.4,68.9
282496,1335610860.0,47.376571999999996,8.539717,8,21189,47.5,56.3
282519,1335610980.0,47.376832,8.543687,8,21662,48.7,59.3
283063,1335613740.0,47.365334999999995,8.531711999999999,8,7824,49.9,22.0
283198,1335614400.0,47.376104999999995,8.539487,8,6305,51.5,18.4
283233,1335614580.0,47.376821,8.543696,8,4862,49.5,13.5
283279,1335614820.0,47.37727,8.548378999999999,8,2815,59.0,9.6
283680,1335616860.0,47.376664,8.539760000000001,8,9255,44.1,22.6
283702,1335616920.0,47.373718,8.53841,8,7990,44.5,19.7
284418,1335620580.0,47.375106,8.538916,8,9272,43.2,22.0
284476,1335620940.0,47.365915,8.532152,8,5847,46.6,15.2
285045,1335623820.0,47.37934,8.544775,8,4252,50.9,12.2
285064,1335623940.0,47.376871,8.543814,8,6144,46.5,15.9
285287,1335625080.0,47.370205,8.53917,8,5068,48.6,13.8
285367,1335625500.0,47.377583,8.544343,8,8980,43.1,21.3
285872,1335628080.0,47.366426000000004,8.532877000000001,8,9647,43.6,23.2
286094,1335629220.0,47.37705,8.546622,8,2950,57.5,9.8
286393,1335630720.0,47.375078,8.552666,8,3206,57.3,10.6
286591,1335631800.0,47.364598,8.531751,8,6384,54.9,20.1
286833,1335633000.0,47.376992,8.554041999999999,8,3238,53.9,10.0
287323,1335635520.0,47.364021,8.531378,8,5836,45.5,14.7
287353,1335635700.0,47.367646,8.534715,8,69546,24.2,84.3
287488,1335636360.0,47.377896,8.546084,8,4387,56.6,14.3
287836,1335638100.0,47.377167,8.547196000000001,8,26497,26.3,35.5
287966,1335638760.0,47.376655,8.536588,8,10431,57.3,34.4
288045,1335639240.0,47.379236,8.544699000000001,8,8451,36.6,16.6
288344,1335640740.0,47.376857,8.548687,8,10081,44.3,24.7
288463,1335641280.0,47.376284999999996,8.53642,8,14827,42.2,34.4
289049,1335644280.0,47.375875,8.539338,8,7143,47.3,18.9
289126,1335644700.0,47.377226,8.546357,8,3932,57.9,13.1
289489,1335646560.0,47.378997,8.545250999999999,8,3960,56.2,12.8
289528,1335646800.0,47.377072999999996,8.541725999999999,8,7176,50.5,20.5
289670,1335647460.0,47.376982,8.544162,8,9249,47.8,24.8
289719,1335647700.0,47.376041,8.548969999999999,8,3700,59.6,12.8
290875,1335653640.0,47.376819,8.548612,8,4993,52.3,14.8
290916,1335653880.0,47.376982,8.554024,8,3806,63.8,14.2
291259,1335655560.0,47.37905,8.545169999999999,8,3432,69.5,14.2
292001,1335659340.0,47.379307,8.544450999999999,8,7353,56.5,23.9
292673,1335769680.0,47.377034,8.54001,8,43456,34.2,78.8
292716,1335769860.0,47.369878,8.539012,8,34197,31.1,55.5
293278,1335772740.0,47.376292,8.553169,8,10688,44.3,26.2
293553,1335774120.0,47.363843,8.531473,8,32107,32.2,54.2
293759,1335782460.0,47.374953999999995,8.552628,8,12614,39.0,26.7
294251,1335784920.0,47.36425,8.532051,8,11709,43.8,28.3
294735,1335787380.0,47.375721999999996,8.553155,8,19371,35.1,36.2
294944,1335788460.0,47.364304,8.532029,8,16353,43.8,39.5
295158,1335789600.0,47.374784999999996,8.5518,8,17532,39.7,37.8
295650,1335791760.0,47.368793,8.537585,8,47338,37.7,96.1
295665,1335791820.0,47.367844,8.534823,8,15016,45.3,37.8
296293,1335795060.0,47.377068,8.540535,8,20716,44.4,50.9
296481,1335795960.0,47.369094,8.53819,8,56955,32.0,95.8
296533,1335796320.0,47.376985,8.540285,8,38522,34.2,70.0
296562,1335796440.0,47.377234,8.544323,8,19461,45.7,49.4
296612,1335796680.0,47.375045,8.549432000000001,8,15352,40.1,33.5
296883,1335798060.0,47.377204,8.552996,8,14487,58.2,48.8
297062,1335798960.0,47.368362,8.536739,8,13830,40.2,30.3
297159,1335799440.0,47.366318,8.5328,8,17539,43.0,41.5
297317,1335800340.0,47.377106,8.546963,8,10340,41.6,23.5
297363,1335800520.0,47.376059000000005,8.553405,8,9738,39.9,21.1
297677,1335802140.0,47.379173,8.544235,8,12693,39.9,27.6
297726,1335802380.0,47.377044,8.540485,8,13987,38.4,29.0
297789,1335802680.0,47.369813,8.538843,8,11563,37.9,23.7
297953,1335803580.0,47.369775,8.538864,8,20208,39.4,43.2
298701,1335807420.0,47.364810999999996,8.531649,8,13266,39.8,28.7
298873,1335808260.0,47.378686,8.545404,8,11572,44.9,28.8
299213,1335810000.0,47.377282,8.547767,8,13403,37.4,27.0
299469,1335811320.0,47.377619,8.548256,8,27178,28.7,40.3
306467,1336149360.0,47.377235999999996,8.539444999999999,4,15801,53.3,46.3
306510,1336149600.0,47.377068,8.537074,4,16180,39.5,33.6
308199,1336158420.0,47.378007000000004,8.544267999999999,4,9426,46.4,23.5
311836,1336212420.0,47.378684,8.542175,4,6673,49.1,17.8
312303,1336214820.0,47.365034,8.553767,4,8301,42.0,18.5
314507,1336226220.0,47.371231,8.53875,4,7885,41.4,17.3
314941,1336228500.0,47.366188,8.547575,4,8949,34.1,15.7
316375,1336235940.0,47.375924,8.539246,4,15501,39.2,31.9
316408,1336236120.0,47.37774,8.541808999999999,4,11217,37.1,21.7
317189,1336240140.0,47.368328000000005,8.539845,4,15991,33.4,27.4
317567,1336242120.0,47.366553,8.546128999999999,4,7972,34.4,14.1
317580,1336242180.0,47.366921999999995,8.545115,4,10225,42.0,22.8
318889,1336249020.0,47.377059,8.54144,4,40891,34.4,72.4
319505,1336252200.0,47.379408000000005,8.542836999999999,4,14621,37.5,28.6
321055,1336260300.0,47.365028,8.553827,4,15837,30.8,24.8
322311,1336266840.0,47.37871,8.540118,4,12138,41.8,26.9
335053,1336460700.0,47.366042,8.547217999999999,4,25512,44.4,60.6
336346,1336467420.0,47.36499,8.553797,4,20175,34.9,36.3
338485,1336478460.0,47.377508,8.541734,4,6482,41.5,14.3
338627,1336479240.0,47.366932,8.545058000000001,4,11702,44.6,28.0
339842,1336485540.0,47.368790000000004,8.539705,4,8569,42.4,19.3
339902,1336485840.0,47.367013,8.543851,4,14132,41.7,31.2
339969,1336486200.0,47.364885,8.554,4,6696,43.4,15.5
340361,1336488180.0,47.369724,8.539026,4,9176,40.6,19.7
341120,1336492140.0,47.373152000000005,8.538298,4,19913,48.2,52.0
341199,1336492560.0,47.366908,8.545023,4,8313,45.6,20.4
341203,1336492560.0,47.366868,8.545276,4,6439,44.6,15.4
341613,1336494600.0,47.366907,8.545108,4,19483,44.9,46.8
341663,1336494900.0,47.368946,8.539477,4,6239,46.3,15.6
342905,1336501320.0,47.366436,8.546232,4,22544,40.4,48.0
342998,1336501800.0,47.372953,8.538099,4,18256,42.2,40.9
343724,1336505520.0,47.376226,8.539535,4,11836,47.8,30.6
343827,1336506060.0,47.366915000000006,8.545386,4,10976,39.6,22.8
343849,1336506120.0,47.366175,8.547804,4,8952,45.3,21.8
344225,1336508100.0,47.366944000000004,8.545115,4,22745,39.7,47.5
346050,1336545360.0,47.373319,8.528329,4,9787,58.6,32.0
348138,1336556040.0,47.372651,8.52688,4,10155,49.5,27.3
348253,1336556640.0,47.377678,8.541746,4,10235,59.5,34.0
348889,1336559940.0,47.373554,8.529542,4,8764,48.0,22.8
349954,1336565340.0,47.373571000000005,8.529506,4,16760,50.6,46.2
351321,1336572360.0,47.37246,8.526728,4,6905,51.3,19.4
351323,1336572420.0,47.372605,8.526879,4,7156,50.3,19.6
351969,1336575720.0,47.377893,8.541719,4,20485,49.5,55.2
352088,1336576320.0,47.373459000000004,8.528853999999999,4,60625,32.7,101.3
353147,1336581780.0,47.371657,8.525341000000001,4,7691,42.8,17.5
354229,1336587240.0,47.373074,8.527553999999999,4,13247,45.6,32.4
355157,1336592040.0,47.377057,8.540248,4,21572,32.8,36.1
356337,1336597980.0,47.373806,8.52915,4,19703,41.4,43.2
357388,1336603380.0,47.373064,8.527761,4,15189,45.5,37.1
357659,1336604760.0,47.373203000000004,8.527973,4,16028,40.2,33.9
357671,1336604820.0,47.373773,8.529431,4,14050,42.8,32.0
360451,1336634580.0,47.374379,8.532264,4,16570,49.6,44.7
360512,1336634880.0,47.377025,8.541063000000001,4,35150,38.5,70.8
361178,1336638300.0,47.373512,8.529501,4,15871,50.5,43.7
363276,1336649040.0,47.375925,8.537587,4,17616,39.7,36.8
364674,1336656180.0,47.373560999999995,8.53123,4,12001,43.9,28.1
364760,1336656600.0,47.377896,8.541713,4,13568,42.4,30.6
364821,1336672200.0,47.373356,8.528533,4,10476,37.9,20.8
364920,1336672680.0,47.377258000000005,8.539396,4,23138,53.8,68.6
365937,1336677840.0,47.37655,8.534606,4,12520,44.0,29.4
366999,1336683300.0,47.372639,8.52683,4,20354,40.4,43.4
367020,1336683420.0,47.373645,8.530023,4,27262,39.9,57.2
367689,1336686840.0,47.379584,8.542562,4,29103,43.0,66.6
368142,1336689120.0,47.376125,8.537438,4,20817,44.4,49.4
369880,1336714860.0,47.378619,8.542139,4,13708,62.6,48.3
369885,1336714860.0,47.378153000000005,8.541589,4,13471,45.4,32.8
369912,1336714980.0,47.377156,8.540722,4,26660,55.1,81.3
370913,1336720080.0,47.376412,8.534550999999999,4,36627,45.7,89.9
371874,1336725000.0,47.378902000000004,8.543023,4,47775,55.1,145.5
372376,1336727520.0,47.377348,8.538955,4,14944,43.1,34.3
372971,1336730580.0,47.377496,8.541719,4,26540,33.0,44.8
372985,1336730640.0,47.377125,8.541407000000001,4,15278,41.9,34.0
373088,1336731180.0,47.3727,8.526928999999999,4,12285,40.8,26.5
373332,1336732440.0,47.372440999999995,8.526733,4,15032,41.8,33.3
373411,1336732860.0,47.377151,8.538486,4,15300,45.8,37.7
373415,1336732860.0,47.377303000000005,8.539015,4,15188,44.8,36.5
374115,1336736460.0,47.371666999999995,8.525308,4,14585,39.6,30.4
374356,1336765440.0,47.377448,8.541731,4,11971,49.4,32.2
375433,1336770900.0,47.379263,8.542854,4,16026,48.2,41.8
376063,1336774140.0,47.376306,8.535245,4,13001,53.4,38.2
376085,1336774260.0,47.373571000000005,8.530967,4,31599,30.8,49.3
376105,1336774320.0,47.373358,8.528531,4,17795,44.8,42.8
376423,1336776000.0,47.376568,8.534718,4,23468,45.2,56.9
376430,1336776000.0,47.375865999999995,8.536861,4,17858,46.8,45.1
377131,1336779600.0,47.375168,8.533004,4,17582,49.6,47.5
377154,1336779720.0,47.373754999999996,8.530094,4,16128,47.3,41.2
383577,1336812480.0,47.379056,8.542977,4,4440,41.7,9.8
384134,1336815360.0,47.379115999999996,8.542906,4,3598,57.1,11.4
384212,1336815780.0,47.371001,8.538831,4,4098,51.4,11.5
384696,1336818240.0,47.3665,8.541242,4,8298,50.7,23.0
386075,1336825440.0,47.377457,8.541745,4,20464,37.8,40.4
386874,1336829580.0,47.367139,8.545034,4,13102,45.1,31.7
387299,1336831740.0,47.366784,8.54243,4,20432,49.2,54.7
388079,1336835700.0,47.377505,8.541772,4,13987,45.8,34.4
388666,1336838760.0,47.374671,8.538658,4,10803,47.5,27.8
388706,1336838940.0,47.377864,8.541775999999999,4,7174,45.2,17.4
389498,1336842960.0,47.366825,8.542811,4,16100,33.1,27.3
390018,1336845660.0,47.377024,8.541079,4,14757,39.7,30.8
390854,1336849920.0,47.366229,8.546649,4,8558,43.3,19.8
390872,1336849980.0,47.366371,8.548594,4,6180,45.8,15.2
391916,1336855380.0,47.376246,8.539598,4,4327,54.8,13.1
391951,1336855560.0,47.370107,8.539197,4,5337,49.8,14.5
391997,1336855800.0,47.367002,8.543717,4,4588,54.5,13.8
392025,1336855920.0,47.365916999999996,8.547596,4,8852,43.4,20.5
392314,1336857360.0,47.366254,8.547589,4,6265,53.2,18.3
